البرنامج (التصنيف الأول),تصنيف الاحتياج (التصنيف الثاني),نوع حليب الاطفال,قياس حفاضات الاطفال,قياس حفاضات عجزة,الكمية,هل حصلت العائلة (أو الفرد) على الخدمة,تاريخ الحصول على الخدمة,هل حصلت العائلة (أو الفرد) على الخدمة.1,تاريخ الحصول على الخدمة.1,_index,_parent_table_name,_parent_index,_submission__id,_submission__submission_time,_submission__validation_status,_submission__status
احتياجات طبية أو صحية,احتياج عمل جراحي,,,,1,لا,,,,14864,FamilyMembers,16524,487696442,2025-05-28,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,14865,FamilyMembers,16525,487697617,2025-05-28,,submitted_via_web
احتياجات مالية أو سبل العيش,الحاجة ل حقيبة أو عدة عمل,,,,1,لا,,,,14866,FamilyMembers,16525,487697617,2025-05-28,,submitted_via_web
احتياجات غير غذائية أو نظافة,أخرى,,,,1,لا,,,,14867,FamilyMembers,16526,487697617,2025-05-28,,submitted_via_web
احتياجات طبية أو صحية,أخرى,,,,1,لا,,,,14868,FamilyMembers,16526,487697617,2025-05-28,,submitted_via_web
احتياجات غير غذائية أو نظافة,حفاضات أطفال,,3.0,,1,لا,,,,14869,FamilyMembers,16527,487697617,2025-05-28,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,14870,FamilyMembers,16528,487697630,2025-05-28,,submitted_via_web
قانوني,استشارات قانونية,,,,1,لا,,,,14871,FamilyMembers,16528,487697630,2025-05-28,,submitted_via_web
قانوني,استشارات قانونية,,,,1,لا,,,,14872,FamilyMembers,16529,487697630,2025-05-28,,submitted_via_web
قانوني,استشارات قانونية,,,,1,لا,,,,14873,FamilyMembers,16530,487697630,2025-05-28,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,14874,FamilyMembers,16531,487698322,2025-05-28,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,14875,FamilyMembers,16535,487698397,2025-05-28,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,14876,FamilyMembers,16539,487698456,2025-05-28,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,14877,FamilyMembers,16542,487698514,2025-05-28,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,14878,FamilyMembers,16545,487698649,2025-05-28,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,14879,FamilyMembers,16549,487698767,2025-05-28,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,14880,FamilyMembers,16549,487698767,2025-05-28,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,14881,FamilyMembers,16550,487698846,2025-05-28,,submitted_via_web
احتياجات غير غذائية أو نظافة,بطانيات,,,,1,لا,,,,14882,FamilyMembers,16551,487699724,2025-05-28,,submitted_via_web
احتياجات طبية أو صحية,أخرى,,,,1,لا,,,,14883,FamilyMembers,16552,487701050,2025-05-28,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,14884,FamilyMembers,16552,487701050,2025-05-28,,submitted_via_web
احتياجات غير غذائية أو نظافة,بطانيات,,,,1,لا,,,,14885,FamilyMembers,16553,487702338,2025-05-28,,submitted_via_web
احتياجات مالية أو سبل العيش,دعم مالي,,,,1,لا,,,,14886,FamilyMembers,16553,487702338,2025-05-28,,submitted_via_web
قانوني,استشارات قانونية,,,,1,لا,,,,14887,FamilyMembers,16553,487702338,2025-05-28,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,1,نعم,2025-05-28,,,14888,FamilyMembers,16554,487702689,2025-05-28,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,14889,FamilyMembers,16555,487705006,2025-05-28,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,14890,FamilyMembers,16556,487705425,2025-05-28,,submitted_via_web
التعليم,مرحلة ابتدائية,,,,1,لا,,,,14891,FamilyMembers,16558,487705425,2025-05-28,,submitted_via_web
التعليم,مرحلة ابتدائية,,,,1,لا,,,,14892,FamilyMembers,16559,487705425,2025-05-28,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,14893,FamilyMembers,16561,487705428,2025-05-28,,submitted_via_web
احتياجات مالية أو سبل العيش,أخرى,,,,1,لا,,,,14894,FamilyMembers,16561,487705428,2025-05-28,,submitted_via_web
التعليم,مرحلة ابتدائية,,,,1,لا,,,,14895,FamilyMembers,16563,487705428,2025-05-28,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,14896,FamilyMembers,16565,487705434,2025-05-28,,submitted_via_web
احتياجات غذائية,حليب أطفال,1 (من 1 إلى 6 أشهر ),,,1,لا,,,,14897,FamilyMembers,16565,487705434,2025-05-28,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,14898,FamilyMembers,16566,487705445,2025-05-28,,submitted_via_web
احتياجات مالية أو سبل العيش,دعم مالي,,,,1,لا,,,,14899,FamilyMembers,16566,487705445,2025-05-28,,submitted_via_web
التعليم,قرطاسية عامة,,,,1,لا,,,,14900,FamilyMembers,16567,487706674,2025-05-28,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,14901,FamilyMembers,16568,487707894,2025-05-28,,submitted_via_web
احتياجات غير غذائية أو نظافة,بطانيات,,,,1,لا,,,,14902,FamilyMembers,16568,487707894,2025-05-28,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,1,لا,,,,14903,FamilyMembers,16568,487707894,2025-05-28,,submitted_via_web
احتياجات مالية أو سبل العيش,دعم مالي,,,,1,لا,,,,14904,FamilyMembers,16568,487707894,2025-05-28,,submitted_via_web
احتياجات مالية أو سبل العيش,تأمين سكن,,,,1,لا,,,,14905,FamilyMembers,16568,487707894,2025-05-28,,submitted_via_web
التعليم,قرطاسية عامة,,,,1,لا,,,,14906,FamilyMembers,16569,487708059,2025-05-28,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,14907,FamilyMembers,16570,487708813,2025-05-28,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,14908,FamilyMembers,16571,487709456,2025-05-28,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,14909,FamilyMembers,16572,487709456,2025-05-28,,submitted_via_web
احتياجات غير غذائية أو نظافة,فوط صحية,,,,1,لا,,,,14910,FamilyMembers,16573,487709456,2025-05-28,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,14911,FamilyMembers,16574,487709456,2025-05-28,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,14912,FamilyMembers,16575,487709456,2025-05-28,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,14913,FamilyMembers,16576,487709456,2025-05-28,,submitted_via_web
احتياجات غذائية,حليب أطفال,أكثر من سنة,,,1,لا,,,,14914,FamilyMembers,16577,487709456,2025-05-28,,submitted_via_web
احتياجات غذائية,حليب أطفال,أكثر من سنة,,,1,لا,,,,14915,FamilyMembers,16578,487709456,2025-05-28,,submitted_via_web
احتياجات غذائية,حليب أطفال,2 (من 6 إلى سنة ),,,1,لا,,,,14916,FamilyMembers,16579,487709585,2025-05-28,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,14917,FamilyMembers,16580,487712500,2025-05-28,,submitted_via_web
احتياجات مالية أو سبل العيش,دعم مالي,,,,1,لا,,,,14918,FamilyMembers,16581,487714126,2025-05-28,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,14919,FamilyMembers,16582,487716632,2025-05-28,,submitted_via_web
احتياجات مالية أو سبل العيش,دعم مالي,,,,1,لا,,,,14920,FamilyMembers,16582,487716632,2025-05-28,,submitted_via_web
احتياجات مالية أو سبل العيش,تأمين سكن,,,,1,لا,,,,14921,FamilyMembers,16582,487716632,2025-05-28,,submitted_via_web
قانوني,استشارات قانونية,,,,1,لا,,,,14922,FamilyMembers,16583,487716632,2025-05-28,,submitted_via_web
احتياجات غير غذائية أو نظافة,حفاضات أطفال,,1.0,,1,لا,,,,14923,FamilyMembers,16584,487716720,2025-05-28,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,14924,FamilyMembers,16585,487716750,2025-05-28,,submitted_via_web
احتياجات طبية أو صحية,أخرى,,,,1,لا,,,,14925,FamilyMembers,16585,487716750,2025-05-28,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,5,لا,,,,14926,FamilyMembers,16586,487716750,2025-05-28,,submitted_via_web
"الحماية (CP,GBV,PSS)",جلسات دعم نفسي,,,,1,لا,,,,14927,FamilyMembers,16587,487716750,2025-05-28,,submitted_via_web
احتياجات غير غذائية أو نظافة,البسة,,,,1,لا,,,,14928,FamilyMembers,16588,487716750,2025-05-28,,submitted_via_web
احتياجات غير غذائية أو نظافة,بطانيات,,,,5,لا,,,,14929,FamilyMembers,16589,487716750,2025-05-28,,submitted_via_web
احتياجات طبية أو صحية,احتياج دواء,,,,1,لا,,,,14930,FamilyMembers,16590,487718789,2025-05-28,,submitted_via_web
احتياجات مالية أو سبل العيش,دعم مالي,,,,1,لا,,,,14931,FamilyMembers,16591,487719917,2025-05-28,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,14932,FamilyMembers,16592,487719966,2025-05-28,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,14933,FamilyMembers,16593,487719979,2025-05-28,,submitted_via_web
التعليم,مرحلة اعدادية,,,,1,لا,,,,14934,FamilyMembers,16594,487719990,2025-05-28,,submitted_via_web
احتياجات مالية أو سبل العيش,دعم مالي,,,,1,لا,,,,14935,FamilyMembers,16595,487720002,2025-05-28,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,14936,FamilyMembers,16596,487720008,2025-05-28,,submitted_via_web
احتياجات مالية أو سبل العيش,دعم مالي,,,,1,لا,,,,14937,FamilyMembers,16597,487720016,2025-05-28,,submitted_via_web
احتياجات غذائية,حليب أطفال,2 (من 6 إلى سنة ),,,1,لا,,,,14938,FamilyMembers,16598,487720026,2025-05-28,,submitted_via_web
احتياجات غذائية,حليب أطفال,1 (من 1 إلى 6 أشهر ),,,1,لا,,,,14939,FamilyMembers,16599,487720030,2025-05-28,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,14940,FamilyMembers,16600,487720040,2025-05-28,,submitted_via_web
"الحماية (CP,GBV,PSS)",جلسات حماية طفولة,,,,1,لا,,,,14941,FamilyMembers,16601,487720047,2025-05-28,,submitted_via_web
احتياجات مالية أو سبل العيش,الحاجة لتدريب مهني,,,,1,لا,,,,14942,FamilyMembers,16602,487720052,2025-05-28,,submitted_via_web
احتياجات غذائية,حليب أطفال,1 (من 1 إلى 6 أشهر ),,,1,لا,,,,14943,FamilyMembers,16603,487721646,2025-05-28,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,14944,FamilyMembers,16603,487721646,2025-05-28,,submitted_via_web
احتياجات مالية أو سبل العيش,دعم مالي,,,,1,لا,,,,14945,FamilyMembers,16603,487721646,2025-05-28,,submitted_via_web
قانوني,استشارات قانونية,,,,1,لا,,,,14946,FamilyMembers,16603,487721646,2025-05-28,,submitted_via_web
احتياجات طبية أو صحية,احتياج دواء,,,,1,لا,,,,14947,FamilyMembers,16604,487721646,2025-05-28,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,14948,FamilyMembers,16605,487729156,2025-05-28,,submitted_via_web
احتياجات غير غذائية أو نظافة,البسة,,,,1,لا,,,,14949,FamilyMembers,16606,487729156,2025-05-28,,submitted_via_web
احتياجات غير غذائية أو نظافة,البسة,,,,1,لا,,,,14950,FamilyMembers,16607,487729156,2025-05-28,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,1,لا,,,,14951,FamilyMembers,16608,487729156,2025-05-28,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,14952,FamilyMembers,16609,487729156,2025-05-28,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,14953,FamilyMembers,16610,487729156,2025-05-28,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,14954,FamilyMembers,16611,487730005,2025-05-28,,submitted_via_web
احتياجات غير غذائية أو نظافة,أخرى,,,,1,لا,,,,14955,FamilyMembers,16612,487730005,2025-05-28,,submitted_via_web
احتياجات طبية أو صحية,أخرى,,,,1,لا,,,,14956,FamilyMembers,16612,487730005,2025-05-28,,submitted_via_web
احتياجات مالية أو سبل العيش,دعم مالي,,,,1,لا,,,,14957,FamilyMembers,16613,487730005,2025-05-28,,submitted_via_web
التعليم,قرطاسية عامة,,,,1,لا,,,,14958,FamilyMembers,16614,487730005,2025-05-28,,submitted_via_web
احتياجات غير غذائية أو نظافة,البسة,,,,1,لا,,,,14959,FamilyMembers,16615,487730005,2025-05-28,,submitted_via_web
احتياجات غير غذائية أو نظافة,بطانيات,,,,1,لا,,,,14960,FamilyMembers,16616,487732185,2025-05-28,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,14961,FamilyMembers,16616,487732185,2025-05-28,,submitted_via_web
احتياجات مالية أو سبل العيش,دعم مالي,,,,1,لا,,,,14962,FamilyMembers,16616,487732185,2025-05-28,,submitted_via_web
احتياجات مالية أو سبل العيش,تأمين سكن,,,,1,لا,,,,14963,FamilyMembers,16616,487732185,2025-05-28,,submitted_via_web
احتياجات غذائية,حليب أطفال,2 (من 6 إلى سنة ),,,1,لا,,,,14964,FamilyMembers,16617,487732185,2025-05-28,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,14965,FamilyMembers,16618,487732410,2025-05-28,,submitted_via_web
احتياجات طبية أو صحية,أخرى,,,,1,لا,,,,14966,FamilyMembers,16619,487734225,2025-05-28,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,1,لا,,,,14967,FamilyMembers,16619,487734225,2025-05-28,,submitted_via_web
احتياجات غير غذائية أو نظافة,أدوات و مستلزمات نظافة عامة,,,,1,لا,,,,14968,FamilyMembers,16619,487734225,2025-05-28,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,14969,FamilyMembers,16619,487734225,2025-05-28,,submitted_via_web
احتياجات غير غذائية أو نظافة,أخرى,,,,1,لا,,,,14970,FamilyMembers,16619,487734225,2025-05-28,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,1,لا,,,,14971,FamilyMembers,16620,487734232,2025-05-28,,submitted_via_web
احتياجات غير غذائية أو نظافة,أدوات و مستلزمات نظافة عامة,,,,1,لا,,,,14972,FamilyMembers,16620,487734232,2025-05-28,,submitted_via_web
احتياجات غير غذائية أو نظافة,أخرى,,,,1,لا,,,,14973,FamilyMembers,16620,487734232,2025-05-28,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,14974,FamilyMembers,16620,487734232,2025-05-28,,submitted_via_web
احتياجات طبية أو صحية,أخرى,,,,1,لا,,,,14975,FamilyMembers,16621,487734239,2025-05-28,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,1,لا,,,,14976,FamilyMembers,16621,487734239,2025-05-28,,submitted_via_web
احتياجات غير غذائية أو نظافة,أدوات و مستلزمات نظافة عامة,,,,1,لا,,,,14977,FamilyMembers,16621,487734239,2025-05-28,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,14978,FamilyMembers,16621,487734239,2025-05-28,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,1,لا,,,,14979,FamilyMembers,16622,487734243,2025-05-28,,submitted_via_web
احتياجات غير غذائية أو نظافة,أدوات و مستلزمات نظافة عامة,,,,1,لا,,,,14980,FamilyMembers,16622,487734243,2025-05-28,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,14981,FamilyMembers,16622,487734243,2025-05-28,,submitted_via_web
احتياجات غير غذائية أو نظافة,أخرى,,,,1,لا,,,,14982,FamilyMembers,16622,487734243,2025-05-28,,submitted_via_web
احتياجات غير غذائية أو نظافة,أدوات و مستلزمات نظافة عامة,,,,1,لا,,,,14983,FamilyMembers,16623,487734243,2025-05-28,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,1,لا,,,,14984,FamilyMembers,16624,487734249,2025-05-28,,submitted_via_web
احتياجات غير غذائية أو نظافة,أدوات و مستلزمات نظافة عامة,,,,1,لا,,,,14985,FamilyMembers,16624,487734249,2025-05-28,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,14986,FamilyMembers,16624,487734249,2025-05-28,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,1,لا,,,,14987,FamilyMembers,16625,487734256,2025-05-28,,submitted_via_web
احتياجات غير غذائية أو نظافة,أدوات و مستلزمات نظافة عامة,,,,1,لا,,,,14988,FamilyMembers,16625,487734256,2025-05-28,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,14989,FamilyMembers,16625,487734256,2025-05-28,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,1,لا,,,,14990,FamilyMembers,16626,487734259,2025-05-28,,submitted_via_web
احتياجات غير غذائية أو نظافة,أدوات و مستلزمات نظافة عامة,,,,1,لا,,,,14991,FamilyMembers,16626,487734259,2025-05-28,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,14992,FamilyMembers,16626,487734259,2025-05-28,,submitted_via_web
احتياجات غير غذائية أو نظافة,أخرى,,,,1,لا,,,,14993,FamilyMembers,16626,487734259,2025-05-28,,submitted_via_web
احتياجات غير غذائية أو نظافة,أدوات و مستلزمات نظافة عامة,,,,1,لا,,,,14994,FamilyMembers,16627,487734268,2025-05-28,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,1,لا,,,,14995,FamilyMembers,16627,487734268,2025-05-28,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,14996,FamilyMembers,16627,487734268,2025-05-28,,submitted_via_web
احتياجات غير غذائية أو نظافة,أخرى,,,,1,لا,,,,14997,FamilyMembers,16627,487734268,2025-05-28,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,1,لا,,,,14998,FamilyMembers,16628,487734276,2025-05-28,,submitted_via_web
احتياجات غير غذائية أو نظافة,أدوات و مستلزمات نظافة عامة,,,,1,لا,,,,14999,FamilyMembers,16628,487734276,2025-05-28,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,15000,FamilyMembers,16628,487734276,2025-05-28,,submitted_via_web
احتياجات غير غذائية أو نظافة,أخرى,,,,1,لا,,,,15001,FamilyMembers,16628,487734276,2025-05-28,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,1,لا,,,,15002,FamilyMembers,16629,487734288,2025-05-28,,submitted_via_web
احتياجات غير غذائية أو نظافة,أدوات و مستلزمات نظافة عامة,,,,1,لا,,,,15003,FamilyMembers,16629,487734288,2025-05-28,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,15004,FamilyMembers,16629,487734288,2025-05-28,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,1,لا,,,,15005,FamilyMembers,16630,487734292,2025-05-28,,submitted_via_web
احتياجات غير غذائية أو نظافة,أدوات و مستلزمات نظافة عامة,,,,1,لا,,,,15006,FamilyMembers,16630,487734292,2025-05-28,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,15007,FamilyMembers,16630,487734292,2025-05-28,,submitted_via_web
احتياجات غير غذائية أو نظافة,أخرى,,,,1,لا,,,,15008,FamilyMembers,16630,487734292,2025-05-28,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,1,لا,,,,15009,FamilyMembers,16632,487734294,2025-05-28,,submitted_via_web
احتياجات غير غذائية أو نظافة,أدوات و مستلزمات نظافة عامة,,,,1,لا,,,,15010,FamilyMembers,16632,487734294,2025-05-28,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,15011,FamilyMembers,16632,487734294,2025-05-28,,submitted_via_web
احتياجات غير غذائية أو نظافة,أخرى,,,,1,لا,,,,15012,FamilyMembers,16632,487734294,2025-05-28,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,1,لا,,,,15013,FamilyMembers,16633,487734300,2025-05-28,,submitted_via_web
احتياجات غير غذائية أو نظافة,معدات طهي,,,,1,لا,,,,15014,FamilyMembers,16633,487734300,2025-05-28,,submitted_via_web
احتياجات غير غذائية أو نظافة,أدوات و مستلزمات نظافة عامة,,,,1,لا,,,,15015,FamilyMembers,16633,487734300,2025-05-28,,submitted_via_web
احتياجات غير غذائية أو نظافة,أخرى,,,,1,لا,,,,15016,FamilyMembers,16633,487734300,2025-05-28,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,15017,FamilyMembers,16633,487734300,2025-05-28,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,1,لا,,,,15018,FamilyMembers,16634,487734308,2025-05-28,,submitted_via_web
احتياجات غير غذائية أو نظافة,أدوات و مستلزمات نظافة عامة,,,,1,لا,,,,15019,FamilyMembers,16634,487734308,2025-05-28,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,15020,FamilyMembers,16634,487734308,2025-05-28,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,15021,FamilyMembers,16635,487734556,2025-05-28,,submitted_via_web
احتياجات غير غذائية أو نظافة,أخرى,,,,1,لا,,,,15022,FamilyMembers,16635,487734556,2025-05-28,,submitted_via_web
احتياجات غير غذائية أو نظافة,مستلزمات نظافة شخصية,,,,1,لا,,,,15023,FamilyMembers,16636,487734556,2025-05-28,,submitted_via_web
التعليم,قرطاسية عامة,,,,1,لا,,,,15024,FamilyMembers,16637,487734556,2025-05-28,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,15025,FamilyMembers,16641,487734575,2025-05-28,,submitted_via_web
احتياجات غير غذائية أو نظافة,أخرى,,,,1,لا,,,,15026,FamilyMembers,16641,487734575,2025-05-28,,submitted_via_web
احتياجات غير غذائية أو نظافة,مستلزمات نظافة شخصية,,,,1,لا,,,,15027,FamilyMembers,16642,487734575,2025-05-28,,submitted_via_web
"الحماية (CP,GBV,PSS)",جلسات حماية طفولة,,,,1,لا,,,,15028,FamilyMembers,16645,487734575,2025-05-28,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,15029,FamilyMembers,16647,487734583,2025-05-28,,submitted_via_web
احتياجات غير غذائية أو نظافة,أخرى,,,,1,لا,,,,15030,FamilyMembers,16647,487734583,2025-05-28,,submitted_via_web
احتياجات غير غذائية أو نظافة,مستلزمات نظافة شخصية,,,,1,لا,,,,15031,FamilyMembers,16648,487734583,2025-05-28,,submitted_via_web
"الحماية (CP,GBV,PSS)",جلسات دعم نفسي,,,,1,لا,,,,15032,FamilyMembers,16649,487734583,2025-05-28,,submitted_via_web
"الحماية (CP,GBV,PSS)",جلسات دعم نفسي,,,,1,لا,,,,15033,FamilyMembers,16650,487734583,2025-05-28,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,15034,FamilyMembers,16652,487734592,2025-05-28,,submitted_via_web
احتياجات غير غذائية أو نظافة,مستلزمات نظافة شخصية,,,,1,لا,,,,15035,FamilyMembers,16652,487734592,2025-05-28,,submitted_via_web
احتياجات غير غذائية أو نظافة,أخرى,,,,1,لا,,,,15036,FamilyMembers,16652,487734592,2025-05-28,,submitted_via_web
"الحماية (CP,GBV,PSS)",جلسات حماية طفولة,,,,1,لا,,,,15037,FamilyMembers,16654,487734592,2025-05-28,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,15038,FamilyMembers,16656,487734601,2025-05-28,,submitted_via_web
احتياجات غير غذائية أو نظافة,أخرى,,,,1,لا,,,,15039,FamilyMembers,16656,487734601,2025-05-28,,submitted_via_web
قانوني,استشارات قانونية,,,,1,لا,,,,15040,FamilyMembers,16656,487734601,2025-05-28,,submitted_via_web
احتياجات غير غذائية أو نظافة,مستلزمات نظافة شخصية,,,,1,لا,,,,15041,FamilyMembers,16657,487734601,2025-05-28,,submitted_via_web
التعليم,قرطاسية عامة,,,,1,لا,,,,15042,FamilyMembers,16658,487734601,2025-05-28,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,15043,FamilyMembers,16662,487734608,2025-05-28,,submitted_via_web
احتياجات غير غذائية أو نظافة,أخرى,,,,1,لا,,,,15044,FamilyMembers,16662,487734608,2025-05-28,,submitted_via_web
احتياجات غير غذائية أو نظافة,بطانيات,,,,1,لا,,,,15045,FamilyMembers,16662,487734608,2025-05-28,,submitted_via_web
احتياجات غير غذائية أو نظافة,مستلزمات نظافة شخصية,,,,1,لا,,,,15046,FamilyMembers,16663,487734608,2025-05-28,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,15047,FamilyMembers,16664,487734616,2025-05-28,,submitted_via_web
احتياجات غير غذائية أو نظافة,أخرى,,,,1,لا,,,,15048,FamilyMembers,16664,487734616,2025-05-28,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,15049,FamilyMembers,16665,487734622,2025-05-28,,submitted_via_web
احتياجات غير غذائية أو نظافة,بطانيات,,,,1,لا,,,,15050,FamilyMembers,16665,487734622,2025-05-28,,submitted_via_web
احتياجات غير غذائية أو نظافة,أخرى,,,,1,لا,,,,15051,FamilyMembers,16665,487734622,2025-05-28,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,15052,FamilyMembers,16668,487734659,2025-05-28,,submitted_via_web
احتياجات غير غذائية أو نظافة,أخرى,,,,1,لا,,,,15053,FamilyMembers,16668,487734659,2025-05-28,,submitted_via_web
احتياجات غير غذائية أو نظافة,بطانيات,,,,1,لا,,,,15054,FamilyMembers,16668,487734659,2025-05-28,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,15055,FamilyMembers,16672,487734676,2025-05-28,,submitted_via_web
احتياجات غير غذائية أو نظافة,أخرى,,,,1,لا,,,,15056,FamilyMembers,16672,487734676,2025-05-28,,submitted_via_web
احتياجات غير غذائية أو نظافة,مستلزمات نظافة شخصية,,,,1,لا,,,,15057,FamilyMembers,16673,487734676,2025-05-28,,submitted_via_web
قانوني,استشارات قانونية,,,,1,لا,,,,15058,FamilyMembers,16674,487734676,2025-05-28,,submitted_via_web
قانوني,استشارات قانونية,,,,1,لا,,,,15059,FamilyMembers,16675,487734676,2025-05-28,,submitted_via_web
احتياجات غير غذائية أو نظافة,أخرى,,,,1,لا,,,,15060,FamilyMembers,16676,487735022,2025-05-28,,submitted_via_web
احتياجات غير غذائية أو نظافة,مستلزمات نظافة شخصية,,,,1,لا,,,,15061,FamilyMembers,16677,487735022,2025-05-28,,submitted_via_web
قانوني,استشارات قانونية,,,,1,لا,,,,15062,FamilyMembers,16678,487735022,2025-05-28,,submitted_via_web
قانوني,استشارات قانونية,,,,1,لا,,,,15063,FamilyMembers,16679,487735022,2025-05-28,,submitted_via_web
احتياجات غير غذائية أو نظافة,حفاضات أطفال,,5.0,,1,لا,,,,15064,FamilyMembers,16680,487735022,2025-05-28,,submitted_via_web
